dataset,id,claim,label,original_label,evidence,ligand,receptor,lr_pair,species,pmid
connectomedb,HGF ST14,HGF as ligand directly interacts extracellularly with ST14 as receptor.,REFUTE,REFUTED,Not a ligand-receptor pair,HGF,ST14,HGF ST14,,PMID:10962009
connectomedb,HLA-C LILRA3,HLA-C as ligand directly interacts extracellularly with LILRA3 as receptor.,REFUTE,REFUTED,Not a ligand-receptor pair,HLA-C,LILRA3,HLA-C LILRA3,,PMID:21270408
connectomedb,HRAS AGTR1,HRAS as ligand directly interacts extracellularly with AGTR1 as receptor.,REFUTE,REFUTED,Intracellular interaction,HRAS,AGTR1,HRAS AGTR1,,PMID:8753867
connectomedb,HRAS CAV1,HRAS as ligand directly interacts extracellularly with CAV1 as receptor.,REFUTE,REFUTED,Intracellular interaction,HRAS,CAV1,HRAS CAV1,,PMID:8621645
connectomedb,HRAS INSR,HRAS as ligand directly interacts extracellularly with INSR as receptor.,REFUTE,REFUTED,Intracellular interaction,HRAS,INSR,HRAS INSR,,PMID:3109943
connectomedb,HSP90AA1 CFTR,HSP90AA1 as ligand directly interacts extracellularly with CFTR as receptor.,REFUTE,REFUTED,Not a ligand-receptor pair,HSP90AA1,CFTR,HSP90AA1 CFTR,,PMID:9843494
connectomedb,HSP90AA1 EGFR,HSP90AA1 as ligand directly interacts extracellularly with EGFR as receptor.,REFUTE,REFUTED,Not a ligand-receptor pair,HSP90AA1,EGFR,HSP90AA1 EGFR,,PMID:18199556
connectomedb,HSP90AA1 FGFR3,HSP90AA1 as ligand directly interacts extracellularly with FGFR3 as receptor.,REFUTE,REFUTED,Not a ligand-receptor pair,HSP90AA1,FGFR3,HSP90AA1 FGFR3,,PMID:21487019
connectomedb,IL16 KCNJ10,IL16 as ligand directly interacts extracellularly with KCNJ10 as receptor.,REFUTE,REFUTED,Intracellular interaction,IL16,KCNJ10,IL16 KCNJ10,,PMID:10479680
connectomedb,IL16 KCNJ15,IL16 as ligand directly interacts extracellularly with KCNJ15 as receptor.,REFUTE,REFUTED,Intracellular interaction,IL16,KCNJ15,IL16 KCNJ15,,PMID:10479680
connectomedb,ITGAV THY1,ITGAV as ligand directly interacts extracellularly with THY1 as receptor.,REFUTE,REFUTED,Wrong direction,ITGAV,THY1,ITGAV THY1,,PMID:18346467
connectomedb,ITGB2 THY1,ITGB2 as ligand directly interacts extracellularly with THY1 as receptor.,REFUTE,REFUTED,Wrong direction,ITGB2,THY1,ITGB2 THY1,,PMID:18346467
connectomedb,KIR3DS1 HLA-F,KIR3DS1 as ligand directly interacts extracellularly with HLA-F as receptor.,REFUTE,REFUTED,Wrong direction,KIR3DS1,HLA-F,KIR3DS1 HLA-F,,PMID:27455421
connectomedb,KLRF1 CLEC2B,KLRF1 as ligand directly interacts extracellularly with CLEC2B as receptor.,REFUTE,REFUTED,Wrong direction,KLRF1,CLEC2B,KLRF1 CLEC2B,,PMID:24223577
connectomedb,LRPAP1 SORL1,LRPAP1 as ligand directly interacts extracellularly with SORL1 as receptor.,REFUTE,REFUTED,Intracellular interaction,LRPAP1,SORL1,LRPAP1 SORL1,,PMID:11557679
connectomedb,LRPAP1 SORT1,LRPAP1 as ligand directly interacts extracellularly with SORT1 as receptor.,REFUTE,REFUTED,Intracellular interaction,LRPAP1,SORT1,LRPAP1 SORT1,,PMID:9013611
connectomedb,LRPAP1 VLDLR,LRPAP1 as ligand directly interacts extracellularly with VLDLR as receptor.,REFUTE,REFUTED,Not a ligand-receptor pair,LRPAP1,VLDLR,LRPAP1 VLDLR,,PMID:7592875
connectomedb,LY86 CD180,LY86 as ligand directly interacts extracellularly with CD180 as receptor.,REFUTE,REFUTED,In-cis interaction,LY86,CD180,LY86 CD180,,PMID:9763566
connectomedb,MELTF PLG,MELTF as ligand directly interacts extracellularly with PLG as receptor.,REFUTE,REFUTED,Wrong direction,MELTF,PLG,MELTF PLG,,PMID:15936756
connectomedb,MUC2 AGR2,MUC2 as ligand directly interacts extracellularly with AGR2 as receptor.,REFUTE,REFUTED,Intracellular interaction,MUC2,AGR2,MUC2 AGR2,,PMID:19359471
connectomedb,NAMPT INSR,NAMPT as ligand directly interacts extracellularly with INSR as receptor.,REFUTE,REFUTED,Retracted article,NAMPT,INSR,NAMPT INSR,,PMID:15604363
connectomedb,NGF SORT1,NGF as ligand directly interacts extracellularly with SORT1 as receptor.,REFUTE,REFUTED,Intracellular interaction,NGF,SORT1,NGF SORT1,,PMID:14985763
connectomedb,NTF4 BEX3,NTF4 as ligand directly interacts extracellularly with BEX3 as receptor.,REFUTE,REFUTED,Intracellular interaction,NTF4,BEX3,NTF4 BEX3,,PMID:7679912
connectomedb,NTS SORT1,NTS as ligand directly interacts extracellularly with SORT1 as receptor.,REFUTE,REFUTED,Intracellular interaction,NTS,SORT1,NTS SORT1,,PMID:9756851
connectomedb,PCSK9 VLDLR,PCSK9 as ligand directly interacts extracellularly with VLDLR as receptor.,REFUTE,REFUTED,Intracellular interaction,PCSK9,VLDLR,PCSK9 VLDLR,,PMID:17452316
connectomedb,POSTN PTK7,POSTN as ligand directly interacts extracellularly with PTK7 as receptor.,REFUTE,REFUTED,Retracted article,POSTN,PTK7,POSTN PTK7,,PMID:30348980
connectomedb,PSEN1 NCSTN,PSEN1 as ligand directly interacts extracellularly with NCSTN as receptor.,REFUTE,REFUTED,Intracellular interaction,PSEN1,NCSTN,PSEN1 NCSTN,,PMID:10993067
connectomedb,PSEN1 NOTCH1,PSEN1 as ligand directly interacts extracellularly with NOTCH1 as receptor.,REFUTE,REFUTED,Intracellular interaction,PSEN1,NOTCH1,PSEN1 NOTCH1,,PMID:10077672
connectomedb,PSEN1 NOTCH2,PSEN1 as ligand directly interacts extracellularly with NOTCH2 as receptor.,REFUTE,REFUTED,Intracellular interaction,PSEN1,NOTCH2,PSEN1 NOTCH2,,PMID:11518718
connectomedb,PSEN1 NOTCH3,PSEN1 as ligand directly interacts extracellularly with NOTCH3 as receptor.,REFUTE,REFUTED,Intracellular interaction,PSEN1,NOTCH3,PSEN1 NOTCH3,,PMID:11518718
connectomedb,PSEN1 NOTCH4,PSEN1 as ligand directly interacts extracellularly with NOTCH4 as receptor.,REFUTE,REFUTED,Intracellular interaction,PSEN1,NOTCH4,PSEN1 NOTCH4,,PMID:11518718
connectomedb,PTGS2 CAV1,PTGS2 as ligand directly interacts extracellularly with CAV1 as receptor.,REFUTE,REFUTED,In-cis interaction,PTGS2,CAV1,PTGS2 CAV1,,PMID:11432874
connectomedb,RBP3 NOTCH1,RBP3 as ligand directly interacts extracellularly with NOTCH1 as receptor.,REFUTE,REFUTED,Intracellular interaction,RBP3,NOTCH1,RBP3 NOTCH1,,PMID:11511084
connectomedb,RSPO2 RNF43,RSPO2 as ligand directly interacts extracellularly with RNF43 as receptor.,REFUTE,REFUTED,Intracellular interaction,RSPO2,RNF43,RSPO2 RNF43,,PMID:29769720
connectomedb,SERTAD1 AR,SERTAD1 as ligand directly interacts extracellularly with AR as receptor.,REFUTE,REFUTED,Intracellular interaction,SERTAD1,AR,SERTAD1 AR,,PMID:30230528
connectomedb,SHANK1 ADGRL1,SHANK1 as ligand directly interacts extracellularly with ADGRL1 as receptor.,REFUTE,REFUTED,Intracellular interaction,SHANK1,ADGRL1,SHANK1 ADGRL1,,PMID:10964907
connectomedb,SHANK1 SSTR2,SHANK1 as ligand directly interacts extracellularly with SSTR2 as receptor.,REFUTE,REFUTED,Intracellular interaction,SHANK1,SSTR2,SHANK1 SSTR2,,PMID:10551867
connectomedb,TCN1 CD320,TCN1 as ligand directly interacts extracellularly with CD320 as receptor.,REFUTE,REFUTED,Wrong gene symbol,TCN1,CD320,TCN1 CD320,,PMID:27411955
connectomedb,TGFB2 TGFBR1,TGFB2 as ligand directly interacts extracellularly with TGFBR1 as receptor.,REFUTE,REFUTED,In-cis interaction,TGFB2,TGFBR1,TGFB2 TGFBR1,,PMID:12809600
connectomedb,TNFSF13 TNFRSF11B,TNFSF13 as ligand directly interacts extracellularly with TNFRSF11B as receptor.,REFUTE,REFUTED,Not a ligand-receptor pair,TNFSF13,TNFRSF11B,TNFSF13 TNFRSF11B,,PMID:10706119
connectomedb,TNFSF14 TNFRSF6B,TNFSF14 as ligand directly interacts extracellularly with TNFRSF6B as receptor.,REFUTE,REFUTED,Not a ligand-receptor pair,TNFSF14,TNFRSF6B,TNFSF14 TNFRSF6B,,PMID:11994433
connectomedb,TNFSF15 TNFRSF6B,TNFSF15 as ligand directly interacts extracellularly with TNFRSF6B as receptor.,REFUTE,REFUTED,Not a ligand-receptor pair,TNFSF15,TNFRSF6B,TNFSF15 TNFRSF6B,,PMID:11911831
connectomedb,VASP CXCR2,VASP as ligand directly interacts extracellularly with CXCR2 as receptor.,REFUTE,REFUTED,In-cis interaction,VASP,CXCR2,VASP CXCR2,,PMID:19435808
